"raw_character_text","spoken_words"
"Ross:"," Marlon?!
"
"Ross:"," ...As in Mouse?
"
"Ross:"," Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?
"
"Ross:"," 'S'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?
"
"Rachel:"," Oh, not much. I-I got a job.
"
"Rachel:"," Why are- why are you so tanned?
"
"Rachel:"," Oh no. You went on our honeymoon alone?
"
"Rachel:"," Mindy?! My maid of honour, Mindy?!
"
"Rachel:"," Oh! Well, um.. (Grabs his forehand) You've got plugs!
"
"Rachel:"," And you've got lenses! But you hate sticking your finger in your eye!
"
"Rachel:"," Okay..
"
"Rachel:"," Wow.
"
"Rachel:"," What?
"
"Rachel:"," Anyway, um, (Gets the ring out of her purse.) I guess this belongs to you. And thank you for giving it to me.
"
"Ross:"," Helen Geller? I don't think so.
"
"Ross:"," Thank you!
"
"Ross:"," What, it's gonna be Helen Willick?
"
"Ross:"," Well, wait a minute, wha- why is she in the title?
"
"Ross:"," Oh, 's'funny, really? Um, I don't remember you making any sperm.
"
"Ross:"," No no no, she gets a credit, hey, I'm in there too.
"
"Ross:"," Of course not, I'm... suggesting Geller-Willick-Bunch.
"
"Ross:"," My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-
"
"Ross:"," You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now.
"
"Ross:"," Oh my God.
"
"Ross:"," Well? Isn't that amazing?
"
"Joey:"," What are we supposed to be seeing here?
"
"Chandler:"," I dunno, but.. I think it's about to attack the Enterprise.
"
"Phoebe:"," You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.
"
"Ross:"," Then don't do that, alright?
"
"Phoebe:"," Okay!
"
"Ross:"," (walks over to where Monica is standing)Monica. Whaddya think?
"
"Monica:"," (welling up) Mm-hmm.
"
"Ross:"," Wh- are you welling up?
"
"Monica:"," No.
"
"Ross:"," You are, you're welling up.
"
"Monica:"," Am not!
"
"Ross:"," You're gonna be an aunt.
"
"Monica:"," (pushes him and starts to cry) Oh shut up!
"
"Rachel:"," (on phone) Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. (Slams the phone down.) (To everyone) Okay, I know it was a cheap shot, but I feel so much better now.
"
"Phoebe:"," (entering) Hi guys!
"
"Ross:"," Hey. Oh, oh, how'd it go?
"
"Phoebe:"," Um, not so good. He walked me to the subway and said 'We should do this again!'
"
"Rachel:"," What? He said 'we should do it again', that's good, right?
"
"Monica:"," Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.
"
"Rachel:"," Since when?
"
"Joey:"," Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.
"
"Chandler:"," Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.
"
"Phoebe:"," Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.
"
"Rachel:"," And everybody knows this?
"
"Joey:"," Yeah. Cushions the blow.
"
"Chandler:"," Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.
"
"Ross:"," That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.
"
"Monica:"," Uh, Ross.
"
"Ross:"," What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!
"
"Chandler:"," ""So how does it feel knowing you're about to die?""
"
"Joey:"," ""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die.""
"
"Chandler:"," Hey, that was really good!
"
"Joey:"," Thanks! Let's keep going.
"
"Chandler:"," Okay. ""So. Whaddya want from me, Damone, huh?""
"
"Joey:"," ""I just wanna go back to my cell. 'Cause in my cell, I can smoke.""
"
"Chandler:"," ""Smoke away.""
"
"Chandler:"," I think this is probably why Damone smokes in his cell alone.
"
"Joey:"," What?
"
"Chandler:"," Relax your hand!
"
"Chandler:"," Not so much!
"
"Joey:"," Whoah!
"
"Chandler:"," Hey!
"
"Joey:"," Hey!
"
"Chandler:"," Alright, now try taking a puff.
"
"Chandler:"," Alright.. okay. No. Give it to me.
"
"Joey:"," No no no, I am not giving you a cigarette.
"
"Chandler:"," It's fine, it's fine. Look, do you wanna get this part, or not? Here.
"
"Chandler:"," Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete.
"
"Joey:"," Y'miss it?
"
"Chandler:"," Nah, not so much. Alright, now we smoke. (Takes a puff.) Oh.. my.. God. (He continues to smoke.)
"
"Monica:"," No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger.
"
"Joey:"," That's ridiculous!
"
"Ross:"," Can I use.. either thumb?
"
"Rachel:"," (carrying a tray of drinks) Alright, don't tell me, don't tell me! (Starts handing them out.) Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!
"
"Rachel:"," (leaving to serve others) Good for me!
"
"Joey:"," Y'okay, Phoebe?
"
"Phoebe:"," Yeah- no- I'm just- it's, I haven't worked- It's my bank.
"
"Monica:"," What did they do to you?
"
"Phoebe:"," It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-
"
"Ross:"," Easy.
"
"Phoebe:"," - and there's five hundred extra dollars in my account.
"
"Chandler:"," Oh, Satan's minions at work again...
"
"Phoebe:"," Yes, 'cause now I have to go down there, and deal with them.
"
"Joey:"," What are you talking about? Keep it!
"
"Phoebe:"," It's not mine, I didn't earn it, if I kept it, it would be like stealing.
"
"Rachel:"," Yeah, but if you spent it, it would be like shopping!
"
"Phoebe:"," Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'...
"
"Monica:"," We're with you. We got it.
"
"Phoebe:"," Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.
"
"Rachel:"," Chandler, what are you doing?
"
"Monica:"," (puling him up) Hey. Whaddya doing?
"
"Ross:"," What is this?!
"
"Chandler:"," I'm smoking. I'm smoking, I'm smoking.
"
"Phoebe:"," Oh, I can't believe you! You've been so good, for three years!
"
"Chandler:"," And this- is my reward!
"
"Ross:"," Hold on a second, alright? Just think about what you went through the last time you quit.
"
"Chandler:"," Okay, so this time I won't quit!
"
"Chandler:"," All right! I'm putting it out, I'm putting it out. (He drops it in Phoebe's coffee.)
"
"Phoebe:"," Oh, no! I- I can't drink this now!
"
"Monica:"," Alright. I'm gonna go change, I've got a date.
"
"Rachel:"," This Alan again? How's it goin'?
"
"Monica:"," 'S'going pretty good, y'know? It's nice, and, we're having fun.
"
"Joey:"," So when do we get to meet the guy?
"
"Monica:"," Let's see, today's Monday... Never.
"
"Monica:"," No. Not after what happened with Steve.
"
"Chandler:"," What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.
"
"Monica:"," Look, I don't even know how I feel about him yet. Just give me a chance to figure that out.
"
"Rachel:"," Well, then can we meet him?
"
"Monica:"," Nope. Schhorry.
"
"Monica:"," I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd.
"
"Monica:"," I know. I just wish that once, I'd bring a guy home that they actually liked.
"
"Joey:"," Let it go, Ross.
"
"Ross:"," Yeah, well, you didn't know Chi Chi.
"
"Monica:"," Do you all promise?
"
"Monica:"," (shouts to Chandler) Chandler? Do you promise to be good?
"
"Joey:"," You can come in, but your filter-tipped little buddy has to stay outside!
"
"Ross:"," Hey, Pheebs.
"
"Phoebe:"," 'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this- (Searches in her purse) -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!
"
"Rachel:"," What bank is this?
"
"Monica:"," Hey. It's him. (On the intercom) Who is it?
"
"Joey:"," (shouting to Chandler) Chandler! He's here!
"
"Monica:"," (to all) Okay, please be good, please. Just remember how much you all like me.
"
"Monica:"," Hi. Alan, this is everybody. Everybody, this is Alan.
"
"Monica:"," (to Alan) Thanks. I'll call you tomorrow. (Alan exits, to all) Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?
"
"Monica:"," C'mon!
"
"Ross:"," ...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him.
"
"Monica:"," Wait a minute! We're talking about someone that I'm going out with?
"
"Rachel:"," And did you notice...? (She spreads her thumb and index finger.)
"
"Joey:"," Know what was great? The way his smile was kinda crooked.
"
"Phoebe:"," Yes, yes! Like the man in the shoe!
"
"Ross:"," ...What shoe?
"
"Phoebe:"," From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'
"
"Ross:"," ...So I think Alan will become the yardstick against which all future boyfriends will be measured.
"
"Rachel:"," What future boyfriends? Nono, I th- I think this could be, y'know, it.
"
"Monica:"," Really!
"
"Chandler:"," Oh, yeah. I'd marry him just for his David Hasselhof impression alone. You know I'm gonna be doing that at parties, right? (Does the impression)
"
"Ross:"," You know what I like most about him, though?
"
"Ross:"," The way he makes me feel about myself.
"
"Monica:"," Hi.. how was the game?
"
"Ross:"," Well..
"
"Monica:"," Fantastic! I have one question: How is that possible?
"
"Joey:"," Alan.
"
"Ross:"," He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...
"
"Rachel:"," I mean, it-it was like, it was like he made us into a team.
"
"Chandler:"," Yep, we sure showed those Hassidic jewellers a thing or two about softball..
"
"Monica:"," Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..
"
"Ross:"," What?
"
"Monica:"," ..I dunno, a little too Alan?
"
"Rachel:"," Well, no. That's impossible. You can never be too Alan.
"
"Ross:"," Yeah, it's his, uh, innate Alan-ness that-that-that we adore.
"
"Chandler:"," I personally could have a gallon of Alan.
"
"Phoebe:"," Hey, Lizzie.
"
"Phoebe:"," I brought you alphabet soup.
"
"Phoebe:"," Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.)
"
"Phoebe:"," No, but would you like a thousand dollars and a football phone?
"
"Phoebe:"," I know.
"
"Phoebe:"," No, I want you to have it. I don't want it.
"
"Phoebe:"," Oh, that's fine, no.
"
"Phoebe:"," No. 'Cause you need that. No, it's okay, thanks.
"
"Phoebe:"," Okay, alright, you buy me a soda, and then we're even. Okay?
"
"Phoebe:"," Okay.
"
"Phoebe:"," No, I'm fine.
"
